Hour,Category,Tyres,Pit Stops,Best Lap Time,Best Lap Kph,Status
15,1,1,18,12547,234.0,1
15,2,2,21,13086,224.4,1
15,2,2,19,12964,226.7,1
15,2,2,18,13021,225.9,1
15,2,2,22,13140,223.9,1
15,2,2,19,13081,225.0,1
15,2,2,21,13024,225.6,1
15,2,2,19,13143,223.6,1
15,2,2,18,13023,225.7,1
15,2,2,19,13027,225.3,1
15,2,2,18,13080,225.0,1
15,2,2,20,13081,225.0,1
15,2,2,19,13027,225.3,1
15,2,2,20,13028,225.2,1
15,1,1,18,12540,234.7,1
15,4,1,15,13925,211.0,1
15,3,2,17,13809,212.4,1
15,4,1,15,13921,211.3,1
15,4,1,15,13867,211.7,1
15,4,1,16,13928,210.7,1
15,4,1,14,13864,211.9,1
15,2,2,23,13140,224.0,1
15,4,1,14,14049,208.9,1
15,2,2,18,13148,223.2,1
15,4,1,14,13863,212.1,1
15,4,1,15,13981,210.5,1
15,2,2,19,13028,225.2,1
15,1,1,17,12606,232.9,1
15,4,1,15,14045,209.2,1
15,4,1,14,14047,209.0,1
15,4,1,16,14045,209.2,1
15,2,2,19,13084,224.6,1
15,2,2,19,13086,224.4,1
15,4,1,13,13868,211.6,1
15,4,1,14,14047,209.0,1
15,1,1,19,12726,230.7,1
15,2,2,16,13023,225.7,1
15,2,2,15,13144,223.6,1
15,4,1,14,14101,208.7,2
15,2,2,11,13143,223.7,2
15,1,1,10,12600,233.6,2
15,4,1,8,13981,210.5,2
15,2,2,10,13026,225.4,2
15,1,1,7,12549,233.7,2
15,4,1,5,14100,208.7,2
15,4,1,3,13925,211.0,2
15,4,1,2,13864,212.0,2
15,4,1,2,14287,205.5,2
15,4,1,2,14162,207.7,2
15,4,1,2,14048,208.9,2
15,2,2,3,13141,223.9,2
15,2,2,2,13442,218.8,2
16,1,1,19,12541,234.6,1
16,1,1,19,12547,234.0,1
16,1,1,18,12549,233.7,1
16,1,1,20,12483,235.5,1
16,1,1,18,12489,234.8,1
16,1,1,19,12600,233.6,1
16,1,1,20,12601,233.5,1
16,1,1,21,12606,233.0,1
16,1,1,21,12489,234.8,1
16,1,1,20,12488,235.0,1
16,1,1,19,12547,234.0,1
16,2,2,23,13086,224.4,1
16,2,2,21,12964,226.7,1
16,2,2,24,13140,224.0,1
16,2,2,20,13021,225.9,1
16,2,2,20,13081,225.0,1
16,2,2,23,13024,225.6,1
16,2,2,21,12968,226.2,1
16,2,2,19,13023,225.7,1
16,2,2,20,13027,225.3,1
16,2,2,20,13080,225.0,1
16,2,2,22,13081,225.0,1
16,2,2,21,13027,225.3,1
16,2,2,22,13028,225.2,1
16,1,1,19,12540,234.7,1
16,1,1,18,12548,233.8,1
16,2,2,24,13140,224.0,1
16,4,1,16,13925,211.0,1
16,3,2,18,13809,212.4,1
16,4,1,15,13864,211.9,1
16,4,1,15,13863,212.1,1
16,4,1,16,13921,211.3,1
16,4,1,18,13928,210.7,1
16,4,1,15,14049,208.9,1
16,2,2,21,13028,225.2,1
16,4,1,16,13867,211.7,1
16,4,1,16,13981,210.5,1
16,4,1,16,14045,209.2,1
16,4,1,15,14047,209.0,1
16,4,1,17,13982,210.3,1
16,2,2,20,13084,224.6,1
16,2,2,20,13086,224.4,1
16,2,2,18,13148,223.2,2
16,4,1,13,13868,211.6,2
16,1,1,19,12726,230.7,2
16,4,1,14,14047,209.0,2
16,2,2,16,13023,225.7,2
16,4,1,14,14101,208.7,2
16,2,2,15,13144,223.6,2
16,2,2,11,13143,223.7,2
16,1,1,10,12600,233.6,2
16,4,1,8,13981,210.5,2
16,2,2,10,13026,225.4,2
16,1,1,7,12549,233.7,2
16,4,1,5,14100,208.7,2
16,4,1,3,13925,211.0,2
16,4,1,2,13864,212.0,2
16,4,1,2,14287,205.5,2
16,4,1,2,14162,207.7,2
16,4,1,2,14048,208.9,2
16,2,2,3,13141,223.9,2
16,2,2,2,13442,218.8,2
17,1,1,21,12486,235.2,1
17,1,1,21,12547,234.0,1
17,1,1,20,12549,233.7,1
17,1,1,21,12483,235.5,1
17,1,1,21,12600,233.6,1
17,1,1,22,12606,233.0,1
17,1,1,22,12489,234.8,1
17,1,1,21,12481,235.7,1
17,1,1,22,12601,233.5,1
17,1,1,20,12547,234.0,1
17,2,2,24,13086,224.4,1
17,2,2,22,12964,226.7,1
17,2,2,25,13140,224.0,1
17,2,2,21,13081,225.0,1
17,2,2,21,13021,225.9,1
17,2,2,24,13024,225.6,1
17,2,2,22,12968,226.2,1
17,2,2,21,13027,225.3,1
17,2,2,21,13023,225.7,1
17,1,1,19,12489,234.8,1
17,2,2,21,13080,225.0,1
17,2,2,23,13081,225.0,1
17,2,2,23,13020,226.1,1
17,2,2,23,13027,225.3,1
17,1,1,21,12540,234.7,1
17,1,1,20,12548,233.8,1
17,2,2,26,13083,224.8,1
17,2,2,22,13028,225.2,1
17,4,1,16,13864,211.9,1
17,3,2,19,13807,212.6,1
17,4,1,16,13863,212.1,1
17,4,1,16,13988,209.8,1
17,4,1,19,13924,211.1,1
17,4,1,17,13921,211.3,1
17,4,1,18,13925,211.0,1
17,4,1,17,13867,211.7,1
17,4,1,17,13981,210.5,1
17,4,1,17,14045,209.2,1
17,4,1,16,14047,209.0,1
17,2,2,21,13028,225.2,1
17,4,1,18,13982,210.3,1
17,2,2,22,13086,224.4,1
17,2,2,18,13148,223.2,2
17,4,1,13,13868,211.6,2
17,1,1,19,12726,230.7,2
17,4,1,14,14047,209.0,2
17,2,2,16,13023,225.7,2
17,4,1,14,14101,208.7,2
17,2,2,15,13144,223.6,2
17,2,2,11,13143,223.7,2
17,1,1,10,12600,233.6,2
17,4,1,8,13981,210.5,2
17,2,2,10,13026,225.4,2
17,1,1,7,12549,233.7,2
17,4,1,5,14100,208.7,2
17,4,1,3,13925,211.0,2
17,4,1,2,13864,212.0,2
17,4,1,2,14287,205.5,2
17,4,1,2,14162,207.7,2
17,4,1,2,14048,208.9,2
17,2,2,3,13141,223.9,2
17,2,2,2,13442,218.8,2
18,1,1,22,12485,235.2,1
18,1,1,22,12543,234.3,1
18,1,1,21,12549,233.7,1
18,1,1,22,12483,235.5,1
18,1,1,22,12549,233.6,1
18,1,1,23,12487,235.1,1
18,1,1,23,12424,236.5,1
18,1,1,23,12601,233.5,1
18,1,1,24,12606,233.0,1
18,1,1,22,12547,234.0,1
18,2,2,25,13084,224.6,1
18,2,2,23,12964,226.7,1
18,2,2,27,13082,224.8,1
18,2,2,23,13081,225.0,1
18,2,2,25,13024,225.6,1
18,2,2,23,12968,226.2,1
18,2,2,23,13021,225.9,1
18,2,2,23,13027,225.3,1
18,2,2,22,13023,225.7,1
18,1,1,20,12483,235.5,1
18,1,1,22,12481,235.7,1
18,2,2,24,13081,225.0,1
18,2,2,25,13020,226.1,1
18,2,2,23,13080,225.0,1
18,2,2,25,13025,225.5,1
18,1,1,21,12486,235.2,1
18,2,2,24,13028,225.2,1
18,2,2,27,13021,226.0,1
18,3,2,20,13807,212.6,1
18,4,1,19,13924,211.1,1
18,4,1,18,13863,212.1,1
18,4,1,18,13864,211.9,1
18,4,1,17,13986,210.0,1
18,4,1,18,13921,211.3,1
18,4,1,19,13925,211.0,1
18,4,1,19,13867,211.7,1
18,4,1,18,13981,210.5,1
18,4,1,18,13984,210.1,1
18,4,1,17,14047,209.0,1
18,2,2,24,13028,225.2,1
18,2,2,23,13086,224.4,1
18,4,1,19,13982,210.3,1
18,2,2,18,13148,223.2,2
18,4,1,13,13868,211.6,2
18,1,1,19,12726,230.7,2
18,4,1,14,14047,209.0,2
18,2,2,16,13023,225.7,2
18,4,1,14,14101,208.7,2
18,2,2,15,13144,223.6,2
18,2,2,11,13143,223.7,2
18,1,1,10,12600,233.6,2
18,4,1,8,13981,210.5,2
18,2,2,10,13026,225.4,2
18,1,1,7,12549,233.7,2
18,4,1,5,14100,208.7,2
18,4,1,3,13925,211.0,2
18,4,1,2,13864,212.0,2
18,4,1,2,14287,205.5,2
18,4,1,2,14162,207.7,2
18,4,1,2,14048,208.9,2
18,2,2,3,13141,223.9,2
18,2,2,2,13442,218.8,2
19,1,1,23,12482,235.6,1
19,1,1,23,12543,234.3,1
19,1,1,22,12488,235.0,1
19,1,1,23,12483,235.5,1
19,1,1,23,12548,233.8,1
19,1,1,24,12487,235.1,1
19,1,1,25,12424,236.5,1
19,1,1,25,12606,233.0,1
19,1,1,24,12601,233.5,1
19,1,1,23,12544,234.3,1
19,2,2,26,13082,224.8,1
19,2,2,24,12964,226.7,1
19,2,2,28,13082,224.8,1
19,2,2,24,13081,225.0,1
19,2,2,24,13021,225.9,1
19,2,2,27,13024,225.6,1
19,2,2,25,12964,226.7,1
19,2,2,23,13023,225.7,1
19,2,2,24,13027,225.3,1
19,1,1,21,12483,235.5,1
19,2,2,26,13081,225.0,1
19,2,2,26,13025,225.5,1
19,2,2,26,13020,226.1,1
19,2,2,25,13080,225.0,1
19,1,1,22,12483,235.5,1
19,2,2,28,13021,226.0,1
19,4,1,17,13986,210.0,1
19,4,1,20,13924,211.1,1
19,4,1,19,13863,212.1,1
19,4,1,19,13864,211.9,1
19,4,1,19,13921,211.3,1
19,4,1,19,13867,211.7,1
19,4,1,20,13925,211.0,1
19,1,1,23,12481,235.7,1
19,4,1,19,13984,210.1,1
19,3,2,21,13807,212.6,1
19,4,1,19,13981,210.5,1
19,4,1,18,14047,209.0,1
19,2,2,25,13028,225.2,1
19,2,2,24,13028,225.2,1
19,2,2,24,13023,225.7,1
19,4,1,20,13982,210.3,1
19,2,2,18,13148,223.2,2
19,4,1,13,13868,211.6,2
19,1,1,19,12726,230.7,2
19,4,1,14,14047,209.0,2
19,2,2,16,13023,225.7,2
19,4,1,14,14101,208.7,2
19,2,2,15,13144,223.6,2
19,2,2,11,13143,223.7,2
19,1,1,10,12600,233.6,2
19,4,1,8,13981,210.5,2
19,2,2,10,13026,225.4,2
19,1,1,7,12549,233.7,2
19,4,1,5,14100,208.7,2
19,4,1,3,13925,211.0,2
19,4,1,2,13864,212.0,2
19,4,1,2,14287,205.5,2
19,4,1,2,14162,207.7,2
19,4,1,2,14048,208.9,2
19,2,2,3,13141,223.9,2
19,2,2,2,13442,218.8,2
20,1,1,25,12429,236.0,1
20,1,1,25,12483,235.5,1
20,1,1,24,12480,235.9,1
20,1,1,25,12483,235.5,1
20,1,1,25,12548,233.8,1
20,1,1,25,12487,235.1,1
20,1,1,26,12424,236.5,1
20,1,1,27,12548,233.8,1
20,1,1,26,12601,233.5,1
20,1,1,25,12544,234.3,1
20,2,2,28,13026,225.4,1
20,2,2,26,12964,226.7,1
20,2,2,30,13020,226.1,1
20,2,2,26,12968,226.3,1
20,2,2,26,13081,225.0,1
20,2,2,26,12964,226.7,1
20,2,2,28,13024,225.6,1
20,2,2,25,13023,225.7,1
20,2,2,25,13027,225.3,1
20,2,2,27,13025,225.5,1
20,2,2,27,13020,226.1,1
20,2,2,27,13081,225.0,1
20,2,2,26,13080,225.0,1
20,1,1,24,12483,235.5,1
20,1,1,22,12483,235.5,1
20,2,2,29,13021,226.0,1
20,4,1,18,13986,210.0,1
20,4,1,21,13865,211.9,1
20,4,1,20,13863,212.1,1
20,4,1,20,13864,211.9,1
20,4,1,21,13867,211.7,1
20,4,1,20,13921,211.3,1
20,4,1,21,13925,211.0,1
20,3,2,22,13807,212.6,1
20,4,1,19,13984,210.1,1
20,2,2,26,13028,225.2,1
20,4,1,19,14047,209.0,1
20,2,2,26,13023,225.7,1
20,2,2,26,13028,225.2,1
20,4,1,20,13981,210.5,1
20,4,1,21,13982,210.3,1
20,1,1,23,12481,235.7,1
20,2,2,18,13148,223.2,2
20,4,1,13,13868,211.6,2
20,1,1,19,12726,230.7,2
20,4,1,14,14047,209.0,2
20,2,2,16,13023,225.7,2
20,4,1,14,14101,208.7,2
20,2,2,15,13144,223.6,2
20,2,2,11,13143,223.7,2
20,1,1,10,12600,233.6,2
20,4,1,8,13981,210.5,2
20,2,2,10,13026,225.4,2
20,1,1,7,12549,233.7,2
20,4,1,5,14100,208.7,2
20,4,1,3,13925,211.0,2
20,4,1,2,13864,212.0,2
20,4,1,2,14287,205.5,2
20,4,1,2,14162,207.7,2
20,4,1,2,14048,208.9,2
20,2,2,3,13141,223.9,2
20,2,2,2,13442,218.8,2
21,1,1,26,12480,235.8,1
21,1,1,25,12480,235.9,1
21,1,1,26,12483,235.5,1
21,1,1,27,12541,234.6,1
21,1,1,27,12483,235.5,1
21,1,1,27,12424,236.5,1
21,1,1,27,12601,233.5,1
21,1,1,29,12548,233.8,1
21,1,1,27,12484,235.3,1
21,2,2,30,12967,226.3,1
21,2,2,27,12964,226.7,1
21,2,2,27,12962,226.9,1
21,2,2,31,12966,226.5,1
21,2,2,27,12964,226.7,1
21,2,2,27,13081,225.0,1
21,2,2,29,13024,225.6,1
21,2,2,27,13027,225.3,1
21,2,2,26,13023,225.7,1
21,2,2,29,13022,225.8,1
21,2,2,28,12967,226.4,1
21,2,2,28,13081,225.0,1
21,2,2,27,13080,225.0,1
21,1,1,25,12483,235.5,1
21,1,1,23,12483,235.5,1
21,2,2,31,13021,226.0,1
21,4,1,21,13804,212.9,1
21,4,1,19,13986,210.0,1
21,4,1,22,13865,211.9,1
21,4,1,22,13864,211.9,1
21,4,1,21,13921,211.3,1
21,4,1,22,13808,212.6,1
21,4,1,20,13983,210.2,1
21,2,2,28,13028,225.2,1
21,4,1,20,14047,209.0,1
21,2,2,27,13023,225.7,1
21,2,2,27,13028,225.2,1
21,4,1,22,13982,210.3,1
21,4,1,21,13925,211.0,1
21,3,2,23,13807,212.6,1
21,1,1,25,12481,235.7,1
21,4,1,20,13981,210.5,2
21,2,2,18,13148,223.2,2
21,4,1,13,13868,211.6,2
21,1,1,19,12726,230.7,2
21,4,1,14,14047,209.0,2
21,2,2,16,13023,225.7,2
21,4,1,14,14101,208.7,2
21,2,2,15,13144,223.6,2
21,2,2,11,13143,223.7,2
21,1,1,10,12600,233.6,2
21,4,1,8,13981,210.5,2
21,2,2,10,13026,225.4,2
21,1,1,7,12549,233.7,2
21,4,1,5,14100,208.7,2
21,4,1,3,13925,211.0,2
21,4,1,2,13864,212.0,2
21,4,1,2,14287,205.5,2
21,4,1,2,14162,207.7,2
21,4,1,2,14048,208.9,2
21,2,2,3,13141,223.9,2
21,2,2,2,13442,218.8,2
22,1,1,27,12429,236.0,1
22,1,1,27,12425,236.3,1
22,1,1,26,12480,235.9,1
22,1,1,28,12483,235.5,1
22,1,1,28,12427,236.2,1
22,1,1,29,12424,236.5,1
22,1,1,28,12546,234.1,1
22,1,1,30,12548,233.8,1
22,1,1,28,12488,234.9,1
22,2,2,32,12967,226.3,1
22,2,2,29,12964,226.7,1
22,2,2,29,12962,226.9,1
22,2,2,33,12966,226.5,1
22,2,2,29,12960,227.1,1
22,2,2,29,13025,225.5,1
22,2,2,31,13024,225.6,1
22,2,2,28,13027,225.3,1
22,1,1,27,12484,235.3,1
22,2,2,30,13022,225.8,1
22,1,1,26,12480,235.9,1
22,2,2,30,13081,225.0,1
22,2,2,29,13080,225.0,1
22,2,2,31,12967,226.4,1
22,1,1,25,12483,235.5,1
22,2,2,32,13021,226.0,1
22,2,2,27,13023,225.7,1
22,4,1,22,13804,212.9,1
22,4,1,20,13986,210.0,1
22,4,1,23,13865,211.9,1
22,4,1,23,13864,211.9,1
22,4,1,23,13808,212.6,1
22,4,1,22,13921,211.3,1
22,4,1,21,13983,210.2,1
22,2,2,29,13028,225.2,1
22,2,2,28,13028,225.2,1
22,4,1,21,14047,209.0,1
22,2,2,29,13023,225.7,1
22,4,1,23,13982,210.3,1
22,3,2,24,13805,212.8,1
22,4,1,21,13925,211.0,1
22,1,1,25,12481,235.7,1
22,4,1,20,13981,210.5,2
22,2,2,18,13148,223.2,2
22,4,1,13,13868,211.6,2
22,1,1,19,12726,230.7,2
22,4,1,14,14047,209.0,2
22,2,2,16,13023,225.7,2
22,4,1,14,14101,208.7,2
22,2,2,15,13144,223.6,2
22,2,2,11,13143,223.7,2
22,1,1,10,12600,233.6,2
22,4,1,8,13981,210.5,2
22,2,2,10,13026,225.4,2
22,1,1,7,12549,233.7,2
22,4,1,5,14100,208.7,2
22,4,1,3,13925,211.0,2
22,4,1,2,13864,212.0,2
22,4,1,2,14287,205.5,2
22,4,1,2,14162,207.7,2
22,4,1,2,14048,208.9,2
22,2,2,3,13141,223.9,2
22,2,2,2,13442,218.8,2
23,1,1,29,12429,236.0,1
23,1,1,30,12425,236.3,1
23,1,1,28,12480,235.9,1
23,1,1,29,12483,235.5,1
23,1,1,29,12427,236.2,1
23,1,1,30,12420,237.0,1
23,1,1,30,12546,234.1,1
23,1,1,32,12548,233.8,1
23,1,1,30,12488,234.9,1
23,2,2,33,12967,226.3,1
23,2,2,30,12964,226.7,1
23,2,2,30,12960,227.1,1
23,2,2,34,12966,226.5,1
23,2,2,32,13024,225.6,1
23,2,2,31,12962,226.9,1
23,2,2,30,13027,225.3,1
23,1,1,29,12484,235.3,1
23,1,1,28,12480,235.9,1
23,2,2,32,13022,225.8,1
23,2,2,31,13081,225.0,1
23,2,2,30,13080,225.0,1
23,2,2,30,13025,225.5,1
23,2,2,32,12967,226.4,1
23,1,1,27,12483,235.5,1
23,2,2,33,13021,226.0,1
23,2,2,28,13023,225.7,1
23,4,1,23,13804,212.9,1
23,4,1,24,13865,211.9,1
23,4,1,21,13986,210.0,1
23,4,1,25,13864,211.9,1
23,4,1,24,13808,212.6,1
23,4,1,23,13921,211.3,1
23,4,1,22,13920,211.4,1
23,2,2,31,13028,225.2,1
23,2,2,30,13028,225.2,1
23,4,1,22,14045,209.2,1
23,4,1,24,13982,210.3,1
23,2,2,30,13023,225.7,1
23,3,2,25,13805,212.8,1
23,1,1,25,12481,235.7,1
23,4,1,21,13925,211.0,2
23,4,1,20,13981,210.5,2
23,2,2,18,13148,223.2,2
23,4,1,13,13868,211.6,2
23,1,1,19,12726,230.7,2
23,4,1,14,14047,209.0,2
23,2,2,16,13023,225.7,2
23,4,1,14,14101,208.7,2
23,2,2,15,13144,223.6,2
23,2,2,11,13143,223.7,2
23,1,1,10,12600,233.6,2
23,4,1,8,13981,210.5,2
23,2,2,10,13026,225.4,2
23,1,1,7,12549,233.7,2
23,4,1,5,14100,208.7,2
23,4,1,3,13925,211.0,2
23,4,1,2,13864,212.0,2
23,4,1,2,14287,205.5,2
23,4,1,2,14162,207.7,2
23,4,1,2,14048,208.9,2
23,2,2,3,13141,223.9,2
23,2,2,2,13442,218.8,2
24,1,1,30,12429,236.0,1
24,1,1,31,12425,236.3,1
24,1,1,29,12480,235.9,1
24,1,1,30,12483,235.5,1
24,1,1,31,12422,236.7,1
24,1,1,31,12546,234.1,1
24,1,1,33,12549,233.7,1
24,1,1,31,12488,234.9,1
24,2,2,34,12967,226.3,1
24,2,2,31,12961,226.9,1
24,2,2,35,12966,226.5,1
24,2,2,34,13024,225.6,1
24,2,2,32,12960,227.1,1
24,2,2,32,12965,226.6,1
24,2,2,31,13027,225.3,1
24,1,1,31,12480,235.8,1
24,1,1,29,12480,235.9,1
24,2,2,33,13022,225.8,1
24,2,2,32,13081,225.0,1
24,2,2,31,13080,225.0,1
24,2,2,34,12967,226.4,1
24,1,1,28,12483,235.5,1
24,2,2,35,13021,226.0,1
24,2,2,29,13023,225.7,1
24,2,2,30,13025,225.5,1
24,4,1,24,13804,212.9,1
24,1,1,30,12484,235.3,1
24,4,1,25,13865,211.9,1
24,4,1,25,13808,212.6,1
24,4,1,22,13986,210.0,1
24,4,1,24,13921,211.3,1
24,2,2,33,13028,225.2,1
24,4,1,23,13920,211.4,1
24,2,2,31,13028,225.2,1
24,4,1,25,13864,211.9,1
24,4,1,23,14046,209.1,1
24,2,2,31,13023,225.7,1
24,4,1,25,13982,210.3,1
24,3,1,26,13805,212.8,1
24,1,1,26,12481,235.7,1
24,4,1,21,13925,211.0,2
24,4,1,20,13981,210.5,2
24,2,2,18,13148,223.2,2
24,4,1,13,13868,211.6,2
24,1,1,19,12726,230.7,2
24,4,1,14,14047,209.0,2
24,2,2,16,13023,225.7,2
24,4,1,14,14101,208.7,2
24,2,2,15,13144,223.6,2
24,2,2,11,13143,223.7,2
24,1,1,10,12600,233.6,2
24,4,1,8,13981,210.5,2
24,2,2,10,13026,225.4,2
24,1,1,7,12549,233.7,2
24,4,1,5,14100,208.7,2
24,4,1,3,13925,211.0,2
24,4,1,2,13864,212.0,2
24,4,1,2,14287,205.5,2
24,4,1,2,14162,207.7,2
24,4,1,2,14048,208.9,2
24,2,2,3,13141,223.9,2
